# go test -run='^$' -bench=. -benchmem -benchtime=200ms -count=10 ./roaring_bitmaps/bench
# ROARING_N=200000 (default), amd64 AVX-512, GOEXPERIMENT=simd, packed containers


goos: linux
goarch: amd64
pkg: goalgo/roaring_bitmaps/bench
cpu: AMD Ryzen AI 9 HX PRO 370 w/ Radeon 890M       
BenchmarkXor/version=v2/data=runs-24             	   61538	      5021 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v2/data=zipf-24             	     100	   2073658 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkXor/version=v2/data=zipf-24             	     120	   2014690 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkXor/version=v2/data=zipf-24             	      93	   2151358 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkXor/version=v2/data=zipf-24             	     127	   1897014 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkXor/version=v2/data=zipf-24             	     124	   2033559 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkXor/version=v2/data=zipf-24             	     100	   2151885 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkXor/version=v2/data=zipf-24             	     106	   2174603 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkXor/version=v2/data=zipf-24             	     100	   2052344 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkXor/version=v2/data=zipf-24             	     100	   2194578 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkXor/version=v2/data=zipf-24             	     123	   1930262 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkXor/version=v3/data=sparse-24           	      36	   6806196 ns/op	 4563140 B/op	   65580 allocs/op
BenchmarkXor/version=v3/data=sparse-24           	      30	   7933679 ns/op	 4563138 B/op	   65580 allocs/op
BenchmarkXor/version=v3/data=sparse-24           	      34	   7179300 ns/op	 4563138 B/op	   65580 allocs/op
BenchmarkXor/version=v3/data=sparse-24           	      31	   7236166 ns/op	 4563139 B/op	   65580 allocs/op
BenchmarkXor/version=v3/data=sparse-24           	      37	   7503828 ns/op	 4563139 B/op	   65580 allocs/op
BenchmarkXor/version=v3/data=sparse-24           	      34	   6395946 ns/op	 4563140 B/op	   65580 allocs/op
BenchmarkXor/version=v3/data=sparse-24           	      36	   6145516 ns/op	 4563139 B/op	   65580 allocs/op
BenchmarkXor/version=v3/data=sparse-24           	      26	   8779102 ns/op	 4563140 B/op	   65580 allocs/op
BenchmarkXor/version=v3/data=sparse-24           	      36	   7424171 ns/op	 4563143 B/op	   65580 allocs/op
BenchmarkXor/version=v3/data=sparse-24           	      30	   7412567 ns/op	 4563138 B/op	   65580 allocs/op
BenchmarkXor/version=v3/data=runs-24             	   46909	      5198 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v3/data=runs-24             	   54231	      4861 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v3/data=runs-24             	   43437	      5666 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v3/data=runs-24             	   40556	      5684 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v3/data=runs-24             	   42817	      5615 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v3/data=runs-24             	   42714	      5516 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v3/data=runs-24             	   48183	      5524 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v3/data=runs-24             	   42676	      5551 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v3/data=runs-24             	   45306	      5493 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v3/data=runs-24             	   46008	      5173 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v3/data=zipf-24             	     100	   2150918 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkXor/version=v3/data=zipf-24             	     115	   1962638 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkXor/version=v3/data=zipf-24             	      97	   2338061 ns/op	 1212354 B/op	    7245 allocs/op
BenchmarkXor/version=v3/data=zipf-24             	     100	   2069967 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkXor/version=v3/data=zipf-24             	     100	   2187222 ns/op	 1212354 B/op	    7245 allocs/op
BenchmarkXor/version=v3/data=zipf-24             	     121	   1983611 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkXor/version=v3/data=zipf-24             	     114	   2040778 ns/op	 1212354 B/op	    7245 allocs/op
BenchmarkXor/version=v3/data=zipf-24             	     128	   1832319 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkXor/version=v3/data=zipf-24             	     111	   2162152 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkXor/version=v3/data=zipf-24             	     139	   1815091 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkAndCardinality/version=v1/data=sparse-24         	      57	   4095049 ns/op	 1945545 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v1/data=sparse-24         	      39	   5391536 ns/op	 1945544 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v1/data=sparse-24         	      62	   4617211 ns/op	 1945545 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v1/data=sparse-24         	      54	   4230202 ns/op	 1945546 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v1/data=sparse-24         	      49	   4554702 ns/op	 1945544 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v1/data=sparse-24         	      66	   4451188 ns/op	 1945547 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v1/data=sparse-24         	      63	   3984645 ns/op	 1945545 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v1/data=sparse-24         	      57	   3749664 ns/op	 1945545 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v1/data=sparse-24         	      45	   5032663 ns/op	 1945546 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v1/data=sparse-24         	      48	   4336047 ns/op	 1945546 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v1/data=runs-24           	  169507	      1415 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndCardinality/version=v1/data=runs-24           	  158888	      1428 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndCardinality/version=v1/data=runs-24           	  177903	      1490 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndCardinality/version=v1/data=runs-24           	  164763	      1444 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndCardinality/version=v1/data=runs-24           	  173631	      1534 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndCardinality/version=v1/data=runs-24           	  158721	      1425 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndCardinality/version=v1/data=runs-24           	  170986	      1491 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndCardinality/version=v1/data=runs-24           	  162361	      1449 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndCardinality/version=v1/data=runs-24           	  170618	      1545 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndCardinality/version=v1/data=runs-24           	  151410	      1483 ns/op	       0 B/op	       0 allocs/op
BenchmarkAndCardinality/version=v1/data=zipf-24           	     312	    805142 ns/op	  557696 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v1/data=zipf-24           	     265	    849092 ns/op	  557697 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v1/data=zipf-24           	     309	    803841 ns/op	  557696 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v1/data=zipf-24           	     322	    768142 ns/op	  557697 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v1/data=zipf-24           	     297	    788499 ns/op	  557696 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v1/data=zipf-24           	     310	    815042 ns/op	  557696 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v1/data=zipf-24           	     308	    792905 ns/op	  557696 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v1/data=zipf-24           	     307	    895338 ns/op	  557696 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v1/data=zipf-24           	     272	    816000 ns/op	  557696 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v1/data=zipf-24           	     312	    775586 ns/op	  557696 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v2/data=sparse-24         	      54	   4595951 ns/op	 2467370 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v2/data=sparse-24         	      40	   5427250 ns/op	 2467370 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v2/data=sparse-24         	      42	   4852658 ns/op	 2467370 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v2/data=sparse-24         	      51	   4843428 ns/op	 2467369 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v2/data=sparse-24         	      44	   5254956 ns/op	 2467373 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v2/data=sparse-24         	      38	   6700964 ns/op	 2467375 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v2/data=sparse-24         	      34	   6106296 ns/op	 2467371 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v2/data=sparse-24         	      34	   5983379 ns/op	 2467374 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v2/data=sparse-24         	      45	   5356143 ns/op	 2467375 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v2/data=sparse-24         	      39	   5318307 ns/op	 2467370 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v2/data=runs-24           	  183223	      1361 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v2/data=runs-24           	  161445	      1438 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v2/data=runs-24           	  167488	      1232 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v2/data=runs-24           	  221889	      1228 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v2/data=runs-24           	  190760	      1431 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v2/data=runs-24           	  150706	      1415 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v2/data=runs-24           	  214860	      1385 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v2/data=runs-24           	  186006	      1410 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v2/data=runs-24           	  164113	      1446 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v2/data=runs-24           	  165406	      1454 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v2/data=zipf-24           	     220	    967335 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v2/data=zipf-24           	     283	    850086 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v2/data=zipf-24           	     235	    903236 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v2/data=zipf-24           	     300	    815464 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v2/data=zipf-24           	     320	    723501 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v2/data=zipf-24           	     356	    812054 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v2/data=zipf-24           	     277	    826887 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v2/data=zipf-24           	     350	    748146 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v2/data=zipf-24           	     316	    820374 ns/op	  609889 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v2/data=zipf-24           	     243	   1029848 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v3/data=sparse-24         	      38	   5901992 ns/op	 2467373 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v3/data=sparse-24         	      55	   4152964 ns/op	 2467369 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v3/data=sparse-24         	      56	   4305078 ns/op	 2467370 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v3/data=sparse-24         	      57	   4868057 ns/op	 2467370 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v3/data=sparse-24         	      40	   5074423 ns/op	 2467370 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v3/data=sparse-24         	      46	   5154378 ns/op	 2467372 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v3/data=sparse-24         	      51	   4536444 ns/op	 2467371 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v3/data=sparse-24         	      56	   4037736 ns/op	 2467372 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v3/data=sparse-24         	      55	   4307799 ns/op	 2467370 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v3/data=sparse-24         	      49	   4657937 ns/op	 2467371 B/op	   65228 allocs/op
BenchmarkAndCardinality/version=v3/data=runs-24           	  221620	      1303 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v3/data=runs-24           	  165855	      1323 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v3/data=runs-24           	  219879	      1211 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v3/data=runs-24           	  183123	      1305 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v3/data=runs-24           	  165358	      1400 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v3/data=runs-24           	  167700	      1481 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v3/data=runs-24           	  162519	      1425 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v3/data=runs-24           	  163518	      1525 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v3/data=runs-24           	  155647	      1458 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v3/data=runs-24           	  151509	      1552 ns/op	    2144 B/op	      24 allocs/op
BenchmarkAndCardinality/version=v3/data=zipf-24           	     225	   1173945 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v3/data=zipf-24           	     312	    875802 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v3/data=zipf-24           	     276	    878632 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v3/data=zipf-24           	     274	    862686 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v3/data=zipf-24           	     265	    883464 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v3/data=zipf-24           	     248	    935130 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v3/data=zipf-24           	     176	   1278229 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v3/data=zipf-24           	     270	    791396 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v3/data=zipf-24           	     308	    800164 ns/op	  609888 B/op	    6524 allocs/op
BenchmarkAndCardinality/version=v3/data=zipf-24           	     313	    766057 ns/op	  609889 B/op	    6524 allocs/op
BenchmarkSerializedSize/codec=raw/data=sparse-24          	677489427	         0.3593 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=sparse-24          	716043259	         0.3493 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=sparse-24          	695125671	         0.3531 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=sparse-24          	565877914	         0.3654 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=sparse-24          	674005462	         0.3655 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=sparse-24          	741400724	         0.3479 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=sparse-24          	617812046	         0.3772 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=sparse-24          	594298022	         0.3449 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=sparse-24          	715296176	         0.5019 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=sparse-24          	530488310	         0.4484 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=sparse-24           	585268813	         0.3915 ns/op	         3.308 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=sparse-24           	658034857	         0.3542 ns/op	         3.308 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=sparse-24           	661897657	         0.3648 ns/op	         3.308 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=sparse-24           	623069442	         0.3585 ns/op	         3.308 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=sparse-24           	601447095	         0.3686 ns/op	         3.308 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=sparse-24           	666360380	         0.3614 ns/op	         3.308 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=sparse-24           	658525082	         0.3492 ns/op	         3.308 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=sparse-24           	640004437	         0.3766 ns/op	         3.308 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=sparse-24           	631635112	         0.3527 ns/op	         3.308 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=sparse-24           	641655144	         0.3724 ns/op	         3.308 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=runs-24            	673377962	         0.3845 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=runs-24            	607025684	         0.3707 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=runs-24            	622898673	         0.3692 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=runs-24            	609569292	         0.3558 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=runs-24            	669480306	         0.3603 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=runs-24            	662341630	         0.3457 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=runs-24            	652619041	         0.3523 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=runs-24            	668719281	         0.3688 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=runs-24            	690247455	         0.3649 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=runs-24            	663985290	         0.3543 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=runs-24             	576572850	         0.3614 ns/op	         0.008026 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=runs-24             	707006868	         0.3554 ns/op	         0.008026 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=runs-24             	750459538	         0.3599 ns/op	         0.008026 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=runs-24             	691701415	         0.3490 ns/op	         0.008026 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=runs-24             	717687595	         0.3955 ns/op	         0.008026 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=runs-24             	592027885	         0.3711 ns/op	         0.008026 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=runs-24             	710697516	         0.3395 ns/op	         0.008026 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=runs-24             	646129563	         0.3518 ns/op	         0.008026 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=runs-24             	661743332	         0.3584 ns/op	         0.008026 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=runs-24             	731333533	         0.3558 ns/op	         0.008026 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=zipf-24            	638028100	         0.3662 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=zipf-24            	670382241	         0.3650 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=zipf-24            	647736040	         0.3939 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=zipf-24            	687449722	         0.3831 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=zipf-24            	652327050	         0.3598 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=zipf-24            	559946508	         0.4422 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=zipf-24            	602632116	         0.4087 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=zipf-24            	552309458	         0.3974 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=zipf-24            	568891801	         0.3994 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=raw/data=zipf-24            	521329512	         0.4362 ns/op	         4.000 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=zipf-24             	483667953	         0.4979 ns/op	         2.138 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=zipf-24             	528574308	         0.4438 ns/op	         2.138 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=zipf-24             	596168691	         0.4233 ns/op	         2.138 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=zipf-24             	626560870	         0.3628 ns/op	         2.138 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=zipf-24             	618704504	         0.3592 ns/op	         2.138 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=zipf-24             	676414684	         0.3562 ns/op	         2.138 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=zipf-24             	631232980	         0.3707 ns/op	         2.138 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=zipf-24             	548104956	         0.3736 ns/op	         2.138 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=zipf-24             	684487332	         0.3569 ns/op	         2.138 bytes/value	       0 B/op	       0 allocs/op
BenchmarkSerializedSize/codec=v3/data=zipf-24             	716413932	         0.3686 ns/op	         2.138 bytes/value	       0 B/op	       0 allocs/op
BenchmarkToBytes/codec=raw/data=sparse-24                 	     242	    990019 ns/op	 1605632 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=sparse-24                 	     219	   1024368 ns/op	 1605632 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=sparse-24                 	     216	   1047762 ns/op	 1605632 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=sparse-24                 	     237	    939867 ns/op	 1605632 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=sparse-24                 	     260	    905916 ns/op	 1605632 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=sparse-24                 	     232	   1018343 ns/op	 1605632 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=sparse-24                 	     235	    900276 ns/op	 1605632 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=sparse-24                 	     244	   1059325 ns/op	 1605632 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=sparse-24                 	     244	   1016230 ns/op	 1605632 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=sparse-24                 	     230	    993760 ns/op	 1605632 B/op	       2 allocs/op
BenchmarkToBytes/codec=v3/data=sparse-24                  	     363	    667864 ns/op	  663552 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=sparse-24                  	     450	    716628 ns/op	  663552 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=sparse-24                  	     333	    726089 ns/op	  663552 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=sparse-24                  	     388	    671653 ns/op	  663552 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=sparse-24                  	     324	    709054 ns/op	  663552 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=sparse-24                  	     384	    616650 ns/op	  663552 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=sparse-24                  	     340	    657300 ns/op	  663552 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=sparse-24                  	     360	    658941 ns/op	  663552 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=sparse-24                  	     356	    624154 ns/op	  663552 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=sparse-24                  	     381	    624463 ns/op	  663552 B/op	       1 allocs/op
BenchmarkToBytes/codec=raw/data=runs-24                   	    1062	    216449 ns/op	 1490947 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=runs-24                   	    1028	    220382 ns/op	 1490946 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=runs-24                   	    1082	    211168 ns/op	 1490946 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=runs-24                   	    1113	    215575 ns/op	 1490948 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=runs-24                   	    1144	    209030 ns/op	 1490946 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=runs-24                   	    1135	    211293 ns/op	 1490945 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=runs-24                   	    1034	    211583 ns/op	 1490946 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=runs-24                   	    1154	    208762 ns/op	 1490945 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=runs-24                   	    1191	    207112 ns/op	 1490945 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=runs-24                   	    1077	    217094 ns/op	 1490946 B/op	       2 allocs/op
BenchmarkToBytes/codec=v3/data=runs-24                    	  355896	       603.6 ns/op	    1536 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=runs-24                    	  425886	       583.5 ns/op	    1536 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=runs-24                    	  437706	       596.6 ns/op	    1536 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=runs-24                    	  394519	       620.5 ns/op	    1536 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=runs-24                    	  372530	       582.7 ns/op	    1536 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=runs-24                    	  395392	       579.3 ns/op	    1536 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=runs-24                    	  412694	       579.2 ns/op	    1536 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=runs-24                    	  388347	       592.8 ns/op	    1536 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=runs-24                    	  404803	       593.4 ns/op	    1536 B/op	       1 allocs/op
