# go test -run='^$' -bench=. -benchmem -benchtime=200ms -count=10 ./roaring_bitmaps/bench
# ROARING_N=200000 (default), amd64 AVX-512, GOEXPERIMENT=simd, packed containers


goos: linux
goarch: amd64
pkg: goalgo/roaring_bitmaps/bench
cpu: AMD Ryzen AI 9 HX PRO 370 w/ Radeon 890M       
BenchmarkAnd/version=v3/data=sparse-24           	      33	   7010951 ns/op	 2468053 B/op	   65239 allocs/op
BenchmarkAnd/version=v3/data=sparse-24           	      50	   4846573 ns/op	 2468053 B/op	   65239 allocs/op
BenchmarkAnd/version=v3/data=sparse-24           	      44	   5358611 ns/op	 2468051 B/op	   65239 allocs/op
BenchmarkAnd/version=v3/data=sparse-24           	      52	   4391589 ns/op	 2468052 B/op	   65239 allocs/op
BenchmarkAnd/version=v3/data=runs-24             	  184093	      1275 ns/op	    2496 B/op	      33 allocs/op
BenchmarkAnd/version=v3/data=runs-24             	  182109	      1479 ns/op	    2496 B/op	      33 allocs/op
BenchmarkAnd/version=v3/data=runs-24             	  182817	      1247 ns/op	    2496 B/op	      33 allocs/op
BenchmarkAnd/version=v3/data=runs-24             	  175804	      1414 ns/op	    2496 B/op	      33 allocs/op
BenchmarkAnd/version=v3/data=runs-24             	  176349	      1507 ns/op	    2496 B/op	      33 allocs/op
BenchmarkAnd/version=v3/data=runs-24             	  165745	      1688 ns/op	    2496 B/op	      33 allocs/op
BenchmarkAnd/version=v3/data=runs-24             	  130372	      1663 ns/op	    2496 B/op	      33 allocs/op
BenchmarkAnd/version=v3/data=runs-24             	  164668	      1550 ns/op	    2496 B/op	      33 allocs/op
BenchmarkAnd/version=v3/data=runs-24             	  188265	      1538 ns/op	    2496 B/op	      33 allocs/op
BenchmarkAnd/version=v3/data=runs-24             	  153352	      1528 ns/op	    2496 B/op	      33 allocs/op
BenchmarkAnd/version=v3/data=zipf-24             	     307	    712021 ns/op	  621306 B/op	    6543 allocs/op
BenchmarkAnd/version=v3/data=zipf-24             	     321	    814231 ns/op	  621306 B/op	    6543 allocs/op
BenchmarkAnd/version=v3/data=zipf-24             	     260	    800733 ns/op	  621306 B/op	    6543 allocs/op
BenchmarkAnd/version=v3/data=zipf-24             	     272	   1220197 ns/op	  621307 B/op	    6543 allocs/op
BenchmarkAnd/version=v3/data=zipf-24             	     100	   2288226 ns/op	  621310 B/op	    6543 allocs/op
BenchmarkAnd/version=v3/data=zipf-24             	     180	   1146082 ns/op	  621307 B/op	    6543 allocs/op
BenchmarkAnd/version=v3/data=zipf-24             	     256	    926893 ns/op	  621306 B/op	    6543 allocs/op
BenchmarkAnd/version=v3/data=zipf-24             	     229	    987080 ns/op	  621305 B/op	    6543 allocs/op
BenchmarkAnd/version=v3/data=zipf-24             	     184	   1181784 ns/op	  621305 B/op	    6543 allocs/op
BenchmarkAnd/version=v3/data=zipf-24             	     246	    917180 ns/op	  621305 B/op	    6543 allocs/op
BenchmarkOr/version=v1/data=sparse-24            	      46	   5294955 ns/op	 4038850 B/op	   65580 allocs/op
BenchmarkOr/version=v1/data=sparse-24            	      32	   7371781 ns/op	 4038852 B/op	   65580 allocs/op
BenchmarkOr/version=v1/data=sparse-24            	      28	   7668819 ns/op	 4038853 B/op	   65580 allocs/op
BenchmarkOr/version=v1/data=sparse-24            	      45	   4907400 ns/op	 4038852 B/op	   65580 allocs/op
BenchmarkOr/version=v1/data=sparse-24            	      46	   5566476 ns/op	 4038852 B/op	   65580 allocs/op
BenchmarkOr/version=v1/data=sparse-24            	      42	   4798366 ns/op	 4038850 B/op	   65580 allocs/op
BenchmarkOr/version=v1/data=sparse-24            	      36	   5843999 ns/op	 4038850 B/op	   65580 allocs/op
BenchmarkOr/version=v1/data=sparse-24            	      45	   4962183 ns/op	 4038850 B/op	   65580 allocs/op
BenchmarkOr/version=v1/data=sparse-24            	      42	   6097928 ns/op	 4038851 B/op	   65580 allocs/op
BenchmarkOr/version=v1/data=sparse-24            	      45	   5433160 ns/op	 4038850 B/op	   65580 allocs/op
BenchmarkOr/version=v1/data=runs-24              	   16740	     14830 ns/op	   99232 B/op	      33 allocs/op
BenchmarkOr/version=v1/data=runs-24              	   15481	     14444 ns/op	   99232 B/op	      33 allocs/op
BenchmarkOr/version=v1/data=runs-24              	   17250	     14333 ns/op	   99232 B/op	      33 allocs/op
BenchmarkOr/version=v1/data=runs-24              	   17274	     13855 ns/op	   99232 B/op	      33 allocs/op
BenchmarkOr/version=v1/data=runs-24              	   16128	     14637 ns/op	   99232 B/op	      33 allocs/op
BenchmarkOr/version=v1/data=runs-24              	   16809	     14510 ns/op	   99232 B/op	      33 allocs/op
BenchmarkOr/version=v1/data=runs-24              	   15862	     15191 ns/op	   99232 B/op	      33 allocs/op
BenchmarkOr/version=v1/data=runs-24              	   16220	     14535 ns/op	   99232 B/op	      33 allocs/op
BenchmarkOr/version=v1/data=runs-24              	   16233	     14099 ns/op	   99232 B/op	      33 allocs/op
BenchmarkOr/version=v1/data=runs-24              	   16714	     14431 ns/op	   99232 B/op	      33 allocs/op
BenchmarkOr/version=v1/data=zipf-24              	     100	   2068653 ns/op	 1154624 B/op	    7245 allocs/op
BenchmarkOr/version=v1/data=zipf-24              	     100	   2058535 ns/op	 1154626 B/op	    7245 allocs/op
BenchmarkOr/version=v1/data=zipf-24              	     123	   1994421 ns/op	 1154625 B/op	    7245 allocs/op
BenchmarkOr/version=v1/data=zipf-24              	     124	   1912592 ns/op	 1154626 B/op	    7245 allocs/op
BenchmarkOr/version=v1/data=zipf-24              	     100	   2100558 ns/op	 1154624 B/op	    7245 allocs/op
BenchmarkOr/version=v1/data=zipf-24              	     128	   1875805 ns/op	 1154625 B/op	    7245 allocs/op
BenchmarkOr/version=v1/data=zipf-24              	     129	   1903607 ns/op	 1154624 B/op	    7245 allocs/op
BenchmarkOr/version=v1/data=zipf-24              	     141	   1708550 ns/op	 1154624 B/op	    7245 allocs/op
BenchmarkOr/version=v1/data=zipf-24              	     140	   1706666 ns/op	 1154624 B/op	    7245 allocs/op
BenchmarkOr/version=v1/data=zipf-24              	     132	   1915622 ns/op	 1154624 B/op	    7245 allocs/op
BenchmarkOr/version=v2/data=sparse-24            	      31	   6561974 ns/op	 4563145 B/op	   65580 allocs/op
BenchmarkOr/version=v2/data=sparse-24            	      32	   6377964 ns/op	 4563306 B/op	   65580 allocs/op
BenchmarkOr/version=v2/data=sparse-24            	      36	   6239844 ns/op	 4563137 B/op	   65580 allocs/op
BenchmarkOr/version=v2/data=sparse-24            	      31	   6916978 ns/op	 4563143 B/op	   65580 allocs/op
BenchmarkOr/version=v2/data=sparse-24            	      31	   6460414 ns/op	 4563139 B/op	   65580 allocs/op
BenchmarkOr/version=v2/data=sparse-24            	      33	   7044306 ns/op	 4563143 B/op	   65580 allocs/op
BenchmarkOr/version=v2/data=sparse-24            	      39	   6166724 ns/op	 4563138 B/op	   65580 allocs/op
BenchmarkOr/version=v2/data=sparse-24            	      33	   7104018 ns/op	 4563142 B/op	   65580 allocs/op
BenchmarkOr/version=v2/data=sparse-24            	      43	   5108627 ns/op	 4563139 B/op	   65580 allocs/op
BenchmarkOr/version=v2/data=sparse-24            	      45	   5699553 ns/op	 4563138 B/op	   65580 allocs/op
BenchmarkOr/version=v2/data=runs-24              	   96205	      2551 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v2/data=runs-24              	   84286	      2596 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v2/data=runs-24              	  106087	      2291 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v2/data=runs-24              	  100780	      2339 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v2/data=runs-24              	  104841	      2240 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v2/data=runs-24              	  101860	      2049 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v2/data=runs-24              	  107116	      2277 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v2/data=runs-24              	   92114	      2248 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v2/data=runs-24              	  108811	      2338 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v2/data=runs-24              	   92761	      2506 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v2/data=zipf-24              	     120	   1964601 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v2/data=zipf-24              	     100	   2008038 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v2/data=zipf-24              	     120	   1923485 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v2/data=zipf-24              	     127	   1915168 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v2/data=zipf-24              	     132	   1883645 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v2/data=zipf-24              	     122	   1993687 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkOr/version=v2/data=zipf-24              	     100	   2017037 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkOr/version=v2/data=zipf-24              	     136	   1747006 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v2/data=zipf-24              	     120	   1988463 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v2/data=zipf-24              	     144	   1662011 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkOr/version=v3/data=sparse-24            	      44	   5055377 ns/op	 4563138 B/op	   65580 allocs/op
BenchmarkOr/version=v3/data=sparse-24            	      39	   6147366 ns/op	 4563141 B/op	   65580 allocs/op
BenchmarkOr/version=v3/data=sparse-24            	      43	   4978258 ns/op	 4563140 B/op	   65580 allocs/op
BenchmarkOr/version=v3/data=sparse-24            	      37	   6457358 ns/op	 4563138 B/op	   65580 allocs/op
BenchmarkOr/version=v3/data=sparse-24            	      34	   6693635 ns/op	 4563139 B/op	   65580 allocs/op
BenchmarkOr/version=v3/data=sparse-24            	      44	   5292748 ns/op	 4563138 B/op	   65580 allocs/op
BenchmarkOr/version=v3/data=sparse-24            	      37	   5838640 ns/op	 4563144 B/op	   65580 allocs/op
BenchmarkOr/version=v3/data=sparse-24            	      42	   5542092 ns/op	 4563147 B/op	   65580 allocs/op
BenchmarkOr/version=v3/data=sparse-24            	      49	   5090511 ns/op	 4563138 B/op	   65580 allocs/op
BenchmarkOr/version=v3/data=sparse-24            	      40	   5855757 ns/op	 4563142 B/op	   65580 allocs/op
BenchmarkOr/version=v3/data=runs-24              	   84890	      2601 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v3/data=runs-24              	   94759	      2605 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v3/data=runs-24              	   92469	      2462 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v3/data=runs-24              	  102458	      2452 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v3/data=runs-24              	   91036	      2474 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v3/data=runs-24              	   98072	      2386 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v3/data=runs-24              	  109006	      2398 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v3/data=runs-24              	   94282	      2436 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v3/data=runs-24              	  100214	      2265 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v3/data=runs-24              	   86878	      2464 ns/op	    3920 B/op	      33 allocs/op
BenchmarkOr/version=v3/data=zipf-24              	     124	   1843817 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkOr/version=v3/data=zipf-24              	     124	   1982374 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v3/data=zipf-24              	     122	   1938894 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkOr/version=v3/data=zipf-24              	     120	   1975176 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v3/data=zipf-24              	     132	   1791085 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v3/data=zipf-24              	     130	   1852261 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkOr/version=v3/data=zipf-24              	     124	   1891082 ns/op	 1212353 B/op	    7245 allocs/op
BenchmarkOr/version=v3/data=zipf-24              	     114	   1970960 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v3/data=zipf-24              	     138	   1763609 ns/op	 1212352 B/op	    7245 allocs/op
BenchmarkOr/version=v3/data=zipf-24              	     120	   1967535 ns/op	 1212354 B/op	    7245 allocs/op
BenchmarkAndNot/version=v1/data=sparse-24        	      60	   4003841 ns/op	 3592865 B/op	   65424 allocs/op
BenchmarkAndNot/version=v1/data=sparse-24        	      57	   4068712 ns/op	 3592869 B/op	   65424 allocs/op
BenchmarkAndNot/version=v1/data=sparse-24        	      51	   4873836 ns/op	 3592866 B/op	   65424 allocs/op
BenchmarkAndNot/version=v1/data=sparse-24        	      61	   3825912 ns/op	 3592867 B/op	   65424 allocs/op
BenchmarkAndNot/version=v1/data=sparse-24        	      54	   4700910 ns/op	 3592865 B/op	   65424 allocs/op
BenchmarkAndNot/version=v1/data=sparse-24        	      49	   4817803 ns/op	 3592867 B/op	   65424 allocs/op
BenchmarkAndNot/version=v1/data=sparse-24        	      48	   5074925 ns/op	 3592867 B/op	   65424 allocs/op
BenchmarkAndNot/version=v1/data=sparse-24        	      60	   4800835 ns/op	 3592865 B/op	   65424 allocs/op
BenchmarkAndNot/version=v1/data=sparse-24        	      55	   4428436 ns/op	 3592867 B/op	   65424 allocs/op
BenchmarkAndNot/version=v1/data=sparse-24        	      48	   5149088 ns/op	 3592866 B/op	   65424 allocs/op
BenchmarkAndNot/version=v1/data=runs-24          	   15410	     15686 ns/op	   99232 B/op	      33 allocs/op
BenchmarkAndNot/version=v1/data=runs-24          	   15747	     15156 ns/op	   99232 B/op	      33 allocs/op
BenchmarkAndNot/version=v1/data=runs-24          	   16206	     14752 ns/op	   99232 B/op	      33 allocs/op
BenchmarkAndNot/version=v1/data=runs-24          	   16386	     14655 ns/op	   99232 B/op	      33 allocs/op
BenchmarkAndNot/version=v1/data=runs-24          	   16052	     15182 ns/op	   99232 B/op	      33 allocs/op
BenchmarkAndNot/version=v1/data=runs-24          	   16144	     14967 ns/op	   99232 B/op	      33 allocs/op
BenchmarkAndNot/version=v1/data=runs-24          	   16725	     14579 ns/op	   99232 B/op	      33 allocs/op
BenchmarkAndNot/version=v1/data=runs-24          	   16261	     14670 ns/op	   99232 B/op	      33 allocs/op
BenchmarkAndNot/version=v1/data=runs-24          	   15342	     15837 ns/op	   99232 B/op	      33 allocs/op
BenchmarkAndNot/version=v1/data=runs-24          	   16144	     15011 ns/op	   99232 B/op	      33 allocs/op
BenchmarkAndNot/version=v1/data=zipf-24          	     134	   1722523 ns/op	  722344 B/op	    6901 allocs/op
BenchmarkAndNot/version=v1/data=zipf-24          	     147	   1607045 ns/op	  722345 B/op	    6901 allocs/op
BenchmarkAndNot/version=v1/data=zipf-24          	     140	   1674128 ns/op	  722344 B/op	    6901 allocs/op
BenchmarkAndNot/version=v1/data=zipf-24          	     142	   1679121 ns/op	  722344 B/op	    6901 allocs/op
BenchmarkAndNot/version=v1/data=zipf-24          	     136	   1703747 ns/op	  722344 B/op	    6901 allocs/op
BenchmarkAndNot/version=v1/data=zipf-24          	     138	   1741685 ns/op	  722344 B/op	    6901 allocs/op
BenchmarkAndNot/version=v1/data=zipf-24          	     129	   1882713 ns/op	  722344 B/op	    6901 allocs/op
BenchmarkAndNot/version=v1/data=zipf-24          	     100	   2041550 ns/op	  722345 B/op	    6901 allocs/op
BenchmarkAndNot/version=v1/data=zipf-24          	     139	   1732829 ns/op	  722345 B/op	    6901 allocs/op
BenchmarkAndNot/version=v1/data=zipf-24          	     129	   1848735 ns/op	  722345 B/op	    6901 allocs/op
BenchmarkAndNot/version=v2/data=sparse-24        	      44	   5201860 ns/op	 4115910 B/op	   65424 allocs/op
BenchmarkAndNot/version=v2/data=sparse-24        	      39	   6091481 ns/op	 4115907 B/op	   65424 allocs/op
BenchmarkAndNot/version=v2/data=sparse-24        	      50	   4744015 ns/op	 4115906 B/op	   65424 allocs/op
BenchmarkAndNot/version=v2/data=sparse-24        	      44	   4856984 ns/op	 4115909 B/op	   65424 allocs/op
BenchmarkAndNot/version=v2/data=sparse-24        	      56	   4749751 ns/op	 4115908 B/op	   65424 allocs/op
BenchmarkAndNot/version=v2/data=sparse-24        	      42	   5412680 ns/op	 4115906 B/op	   65424 allocs/op
BenchmarkAndNot/version=v2/data=sparse-24        	      39	   6025225 ns/op	 4115905 B/op	   65424 allocs/op
BenchmarkAndNot/version=v2/data=sparse-24        	      44	   5741652 ns/op	 4115909 B/op	   65424 allocs/op
BenchmarkAndNot/version=v2/data=sparse-24        	      38	   5956973 ns/op	 4115905 B/op	   65424 allocs/op
BenchmarkAndNot/version=v2/data=sparse-24        	      57	   4256374 ns/op	 4115905 B/op	   65424 allocs/op
BenchmarkAndNot/version=v2/data=runs-24          	  111006	      1847 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v2/data=runs-24          	  133384	      1678 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v2/data=runs-24          	  152450	      1527 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v2/data=runs-24          	  133442	      1827 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v2/data=runs-24          	  134364	      1892 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v2/data=runs-24          	  118134	      1849 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v2/data=runs-24          	  110532	      1855 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v2/data=runs-24          	  138705	      1768 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v2/data=runs-24          	  132720	      1870 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v2/data=runs-24          	  126652	      1786 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v2/data=zipf-24          	     130	   1787594 ns/op	  777321 B/op	    6901 allocs/op
BenchmarkAndNot/version=v2/data=zipf-24          	     139	   1794684 ns/op	  777321 B/op	    6901 allocs/op
BenchmarkAndNot/version=v2/data=zipf-24          	     127	   1866873 ns/op	  777320 B/op	    6901 allocs/op
BenchmarkAndNot/version=v2/data=zipf-24          	     141	   1719294 ns/op	  777321 B/op	    6901 allocs/op
BenchmarkAndNot/version=v2/data=zipf-24          	     144	   1626937 ns/op	  777322 B/op	    6901 allocs/op
BenchmarkAndNot/version=v2/data=zipf-24          	     148	   1738756 ns/op	  777323 B/op	    6901 allocs/op
BenchmarkAndNot/version=v2/data=zipf-24          	     135	   1723798 ns/op	  777320 B/op	    6901 allocs/op
BenchmarkAndNot/version=v2/data=zipf-24          	     132	   1773352 ns/op	  777321 B/op	    6901 allocs/op
BenchmarkAndNot/version=v2/data=zipf-24          	     145	   1629452 ns/op	  777321 B/op	    6901 allocs/op
BenchmarkAndNot/version=v2/data=zipf-24          	     146	   1747431 ns/op	  777320 B/op	    6901 allocs/op
BenchmarkAndNot/version=v3/data=sparse-24        	      40	   5807691 ns/op	 4115908 B/op	   65424 allocs/op
BenchmarkAndNot/version=v3/data=sparse-24        	      50	   4672642 ns/op	 4115913 B/op	   65424 allocs/op
BenchmarkAndNot/version=v3/data=sparse-24        	      42	   5979298 ns/op	 4115908 B/op	   65424 allocs/op
BenchmarkAndNot/version=v3/data=sparse-24        	      37	   5780650 ns/op	 4115907 B/op	   65424 allocs/op
BenchmarkAndNot/version=v3/data=sparse-24        	      50	   4785017 ns/op	 4115905 B/op	   65424 allocs/op
BenchmarkAndNot/version=v3/data=sparse-24        	      33	   7696608 ns/op	 4115912 B/op	   65424 allocs/op
BenchmarkAndNot/version=v3/data=sparse-24        	      39	   5778344 ns/op	 4115906 B/op	   65424 allocs/op
BenchmarkAndNot/version=v3/data=sparse-24        	      45	   5459427 ns/op	 4115908 B/op	   65424 allocs/op
BenchmarkAndNot/version=v3/data=sparse-24        	      50	   4471026 ns/op	 4115908 B/op	   65424 allocs/op
BenchmarkAndNot/version=v3/data=sparse-24        	      54	   4208949 ns/op	 4115914 B/op	   65424 allocs/op
BenchmarkAndNot/version=v3/data=runs-24          	  156098	      1557 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v3/data=runs-24          	  150798	      1590 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v3/data=runs-24          	  120043	      1866 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v3/data=runs-24          	  144067	      1750 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v3/data=runs-24          	  170422	      1699 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v3/data=runs-24          	  150279	      1706 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v3/data=runs-24          	  144230	      1760 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v3/data=runs-24          	  134000	      1847 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v3/data=runs-24          	  128846	      1787 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v3/data=runs-24          	  121486	      1674 ns/op	    3920 B/op	      33 allocs/op
BenchmarkAndNot/version=v3/data=zipf-24          	     140	   1697139 ns/op	  777320 B/op	    6901 allocs/op
BenchmarkAndNot/version=v3/data=zipf-24          	     133	   1742762 ns/op	  777322 B/op	    6901 allocs/op
BenchmarkAndNot/version=v3/data=zipf-24          	     144	   1669431 ns/op	  777322 B/op	    6901 allocs/op
BenchmarkAndNot/version=v3/data=zipf-24          	     144	   1658649 ns/op	  777320 B/op	    6901 allocs/op
BenchmarkAndNot/version=v3/data=zipf-24          	     138	   1693256 ns/op	  777320 B/op	    6901 allocs/op
BenchmarkAndNot/version=v3/data=zipf-24          	     145	   1709316 ns/op	  777322 B/op	    6901 allocs/op
BenchmarkAndNot/version=v3/data=zipf-24          	     141	   1664633 ns/op	  777320 B/op	    6901 allocs/op
BenchmarkAndNot/version=v3/data=zipf-24          	     127	   1821369 ns/op	  777320 B/op	    6901 allocs/op
BenchmarkAndNot/version=v3/data=zipf-24          	     123	   1888947 ns/op	  777321 B/op	    6901 allocs/op
BenchmarkAndNot/version=v3/data=zipf-24          	     136	   1734380 ns/op	  777321 B/op	    6901 allocs/op
BenchmarkXor/version=v1/data=sparse-24           	      45	   4761645 ns/op	 4038852 B/op	   65580 allocs/op
BenchmarkXor/version=v1/data=sparse-24           	      40	   5425156 ns/op	 4038850 B/op	   65580 allocs/op
BenchmarkXor/version=v1/data=sparse-24           	      36	   5875105 ns/op	 4038851 B/op	   65580 allocs/op
BenchmarkXor/version=v1/data=sparse-24           	      40	   5624758 ns/op	 4038850 B/op	   65580 allocs/op
BenchmarkXor/version=v1/data=sparse-24           	      44	   5417528 ns/op	 4038849 B/op	   65580 allocs/op
BenchmarkXor/version=v1/data=sparse-24           	      42	   5676199 ns/op	 4038852 B/op	   65580 allocs/op
BenchmarkXor/version=v1/data=sparse-24           	      43	   6321795 ns/op	 4038850 B/op	   65580 allocs/op
BenchmarkXor/version=v1/data=sparse-24           	      43	   5309799 ns/op	 4038853 B/op	   65580 allocs/op
BenchmarkXor/version=v1/data=sparse-24           	      34	   6994674 ns/op	 4038850 B/op	   65580 allocs/op
BenchmarkXor/version=v1/data=sparse-24           	      34	   7531405 ns/op	 4038849 B/op	   65580 allocs/op
BenchmarkXor/version=v1/data=runs-24             	   17326	     15050 ns/op	   99232 B/op	      33 allocs/op
BenchmarkXor/version=v1/data=runs-24             	   13454	     17431 ns/op	   99232 B/op	      33 allocs/op
BenchmarkXor/version=v1/data=runs-24             	   16623	     14599 ns/op	   99232 B/op	      33 allocs/op
BenchmarkXor/version=v1/data=runs-24             	   15806	     14907 ns/op	   99232 B/op	      33 allocs/op
BenchmarkXor/version=v1/data=runs-24             	   16920	     14541 ns/op	   99232 B/op	      33 allocs/op
BenchmarkXor/version=v1/data=runs-24             	   16759	     14451 ns/op	   99232 B/op	      33 allocs/op
BenchmarkXor/version=v1/data=runs-24             	   15519	     15309 ns/op	   99232 B/op	      33 allocs/op
BenchmarkXor/version=v1/data=runs-24             	   16428	     14753 ns/op	   99232 B/op	      33 allocs/op
BenchmarkXor/version=v1/data=runs-24             	   16894	     14167 ns/op	   99232 B/op	      33 allocs/op
BenchmarkXor/version=v1/data=runs-24             	   15253	     15141 ns/op	   99232 B/op	      33 allocs/op
BenchmarkXor/version=v1/data=zipf-24             	     120	   1995522 ns/op	 1154625 B/op	    7245 allocs/op
BenchmarkXor/version=v1/data=zipf-24             	     122	   2029173 ns/op	 1154625 B/op	    7245 allocs/op
BenchmarkXor/version=v1/data=zipf-24             	     100	   2096522 ns/op	 1154624 B/op	    7245 allocs/op
BenchmarkXor/version=v1/data=zipf-24             	     128	   1849213 ns/op	 1154625 B/op	    7245 allocs/op
BenchmarkXor/version=v1/data=zipf-24             	     129	   1852528 ns/op	 1154624 B/op	    7245 allocs/op
BenchmarkXor/version=v1/data=zipf-24             	     100	   2164385 ns/op	 1154624 B/op	    7245 allocs/op
BenchmarkXor/version=v1/data=zipf-24             	     126	   2004047 ns/op	 1154625 B/op	    7245 allocs/op
BenchmarkXor/version=v1/data=zipf-24             	     100	   2072298 ns/op	 1154625 B/op	    7245 allocs/op
BenchmarkXor/version=v1/data=zipf-24             	     104	   2258346 ns/op	 1154626 B/op	    7245 allocs/op
BenchmarkXor/version=v1/data=zipf-24             	     100	   2081811 ns/op	 1154624 B/op	    7245 allocs/op
BenchmarkXor/version=v2/data=sparse-24           	      27	   8764368 ns/op	 4563139 B/op	   65580 allocs/op
BenchmarkXor/version=v2/data=sparse-24           	      20	  10426776 ns/op	 4563144 B/op	   65580 allocs/op
BenchmarkXor/version=v2/data=sparse-24           	      36	   6641369 ns/op	 4563138 B/op	   65580 allocs/op
BenchmarkXor/version=v2/data=sparse-24           	      30	   6673868 ns/op	 4563139 B/op	   65580 allocs/op
BenchmarkXor/version=v2/data=sparse-24           	      33	   7629877 ns/op	 4563139 B/op	   65580 allocs/op
BenchmarkXor/version=v2/data=sparse-24           	      31	   6827482 ns/op	 4563141 B/op	   65580 allocs/op
BenchmarkXor/version=v2/data=sparse-24           	      36	   6390386 ns/op	 4563141 B/op	   65580 allocs/op
BenchmarkXor/version=v2/data=sparse-24           	      30	   7712557 ns/op	 4563140 B/op	   65580 allocs/op
BenchmarkXor/version=v2/data=sparse-24           	      33	   6499213 ns/op	 4563142 B/op	   65580 allocs/op
BenchmarkXor/version=v2/data=sparse-24           	      34	   6713952 ns/op	 4563144 B/op	   65580 allocs/op
BenchmarkXor/version=v2/data=runs-24             	   40971	      5487 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v2/data=runs-24             	   42310	      5202 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v2/data=runs-24             	   46758	      4929 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v2/data=runs-24             	   45106	      5360 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v2/data=runs-24             	   47005	      5392 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v2/data=runs-24             	   43138	      5538 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v2/data=runs-24             	   52804	      4748 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v2/data=runs-24             	   45325	      5415 ns/op	    9520 B/op	      57 allocs/op
BenchmarkXor/version=v2/data=runs-24             	   54708	      4409 ns/op	    9520 B/op	      57 allocs/op
